Stage Number,Time since start of test (s),Time since start of stage (s),Radial Pressure (kPa),Radial Volume (mm3),Back Pressure (kPa),Back Volume (mm3),Load Cell (kN),Pore Pressure (kPa),Axial Displacement (mm),L/C Pressure (kPa),L/C Volume (mm3),Local Axial 1,Local Axial 2,Local Radial,Base Pressure (kPa),Base Volume (mm3),Back Differential Pressure (kPa),Axial Displacement 2 (mm),Pore Air Pressure (kPa),Pore Air Volume (mm3),Atmospheric Pressure (kPa),Temperature (°C),Mid Plane PWP (kPa),Back to Cell Differential (kPa),Total Volume Change (mm3),Undefined Tx 1,Undefined Tx 2,Undefined Tx 3,Undefined Tx. 4,HCA secondary control axial load (kN),HCA secondary control torque,Internal Cell Pr. (kPa),Internal Cell Vol. (mm3),Rotational Displ. (mm),Torque,Local Int Defmn 1 (mm),Local Int Defmn 2 (mm),Circumf. Defmn 1 (mm),Circumf. Defmn 2 (mm),Circumf. Defmn 3 (mm),Outer Cell Pr 2 (kPa),Internal cell Pr 2 (kPa),Rotation 2 (°),Secondary Cell Pr (kPa),Secondary Back Pr (kPa),Axial Force (kN),Axial Strain (%),Av Diameter Change (mm),Radial Strain (%),Axial Stress (kPa),Eff. Axial Stress (kPa),Eff. Radial Stress (kPa),Deviator Stress (kPa),Total Stress Ratio (%),Eff. Stress Ratio (%),Current Area (mm2),Shear Strain (%),Cambridge p (kPa),Eff. Cambridge p' (kPa),Max Shear Stress t,Volume Change (mm3),B Value,Mean Stress s/Eff. Axial Stress 2,Excess PWP (kPa),PWP Ratio,Lower Chamber Displacement (mm),Lower Chamber Axial Load (kPa),Specimen Air Volume (mm3),Matric Suction (kPa),Voids ratio,Degree of Saturation (°),Specimen Water Volume (mm3),kRT constant,Permeability IN,Permeability OUT,HCA Outer Rad,HCA Inner Rad,HCA Sigma Z (kPa),HCA Sigma R (kPa),HCA Sigma Theta (kPa),HCA Tau Theta Z,HCA Ez,HCA Er,HCA Etheta,HCA Gamma,HCA Sigma1,HCA Sigma2,HCA Sigma3,HCA Eff Sigma1,HCA Eff Sigma2,HCA Eff Sigma3,HCA E1,HCA E2,HCA E3,HCA P,HCA Eff P,HCA Q,HCA B,HCA Eff R,HCA Alpha,HCA Ev,HCA E1 rtv
1,0,0,495.11,38336.23,400,0,0.1227,399.6243,-0.0006,0,0,0.0528,0.0522,0.0518,0,0,0,7.3669,0,0,100,0,0,0,0,0,0,0,0,0,0,508.1924,-36202.01,0.0034,0.0069,0,0,0,0,0,0,0,0,0,0,4.0113,-0.0003,-0.0002,-0.0002,510.7366,111.1123,95.4857,15.6266,1.0316,1.1637,7853.951,-0.0003,500.3188,100.6945,7.8133,0,-0.2872,103.299,-0.3757,-0.0034,0,0,1519117,-399.6243,0,0,0,1.52E+08,0,0,50.5922,30.977,511.6744,500.0782,474.4497,0.033,-0.0003,1.9617,-1.9238,0.0013,511.6744,500.0782,474.4497,112.0501,100.4539,74.8254,-0.0003,1.9617,-1.9238,495.4008,95.7765,37.2247,0.6885,1.4975,0.0508,0.0376,0.0003
1,0,0,494.56,38349.27,401,0,0.1862,400.5084,0.0171,0,0,0.0528,0.0522,0.0518,0,0,0,7.3642,0,0,100,0,0,0,0,0,0,0,0,0,0,508.3021,-36208.88,0.0011,0.0433,0,0,0,0,0,0,0,0,0,0,4.0708,0.0088,0.0044,0.0044,518.2652,117.7568,94.0516,23.7052,1.0479,1.252,7854.666,0.0088,502.4618,101.9534,11.8526,0,23.9176,105.9042,-0.4916,-0.0042,0,0,1519117,-400.5084,0,0,0,1.52E+08,0,0,50.5946,30.9786,523.3583,499.7788,472.8578,0.2072,0.0088,1.9576,-1.9286,0.0004,523.3591,499.7788,472.8569,122.8507,99.2704,72.3485,0.0088,1.9576,-1.9286,498.6649,98.1565,50.5022,0.5331,1.698,0.2351,0.0378,0.0001
1,0.2,0.2,495.04,38378.25,401,0,0.186,400.5198,0.0162,0,0,0.0528,0.0522,0.0518,0,0,0,7.3685,0,0,100,0,0,0,0,0,0,0,0,0,0,507.9143,-36215.14,0.0495,0.7952,0,0,0,0,0,0,0,0,0,0,4.0744,0.0084,0.0042,0.0042,518.7256,118.2058,94.5202,23.6856,1.0478,1.2506,7854.635,0.0084,502.9352,102.4154,11.8428,0,1.4292,106.363,-0.4802,-0.0041,0,0,1519117,-400.5198,0,0,0,1.52E+08,0,0,50.5946,30.9787,524.3191,499.9292,474.7081,3.8051,0.0084,1.9581,-1.9287,0.0186,524.6093,499.9292,474.418,124.0895,99.4094,73.8982,0.0085,1.9581,-1.9288,499.6522,99.1324,50.1913,0.5083,1.6792,4.3605,0.0378,0.0048
1,0.4,0.4,494.91,38385.78,401,0,0.1864,400.8075,0.016,0,0,0.0528,0.0522,0.0518,0,0,0,7.3766,0,0,100,0,0,0,0,0,0,0,0,0,0,507.8008,-36216.39,0.0799,1.5744,0,0,0,0,0,0,0,0,0,0,4.0737,0.0083,0.0042,0.0042,518.637,117.8295,94.1025,23.727,1.0479,1.2521,7854.627,0.0083,502.819,102.0115,11.8635,0,2.6752,105.966,-0.1925,-0.0016,0,0,1519117,-400.8075,0,0,0,1.52E+08,0,0,50.5946,30.9787,524.2587,499.8055,474.5519,7.5335,0.0083,1.9581,-1.9287,0.03,525.3754,499.8055,473.4352,124.5679,98.998,72.6277,0.0085,1.9581,-1.9289,499.5387,98.7312,51.9402,0.5077,1.7152,8.4315,0.0377,0.0077
1,0.6,0.6,494.82,38382.21,401,0,0.1862,400.77,0.0169,0,0,0.0528,0.0522,0.0518,0,0,0,7.3659,0,0,100,0,0,0,0,0,0,0,0,0,0,507.8579,-36215.78,0.1091,2.2964,0,0,0,0,0,0,0,0,0,0,4.0728,0.0087,0.0043,0.0043,518.5204,117.7504,94.05,23.7004,1.0479,1.252,7854.658,0.0087,502.7201,101.9501,11.8502,0,3.3761,105.9002,-0.23,-0.002,0,0,1519117,-400.77,0,0,0,1.52E+08,0,0,50.5946,30.9787,524.0407,499.7714,474.2297,10.9883,0.0087,1.9581,-1.9287,0.0409,526.357,499.7714,471.9134,125.587,99.0014,71.1434,0.0091,1.9581,-1.9291,499.3473,98.5773,54.4436,0.5117,1.7653,11.9035,0.0381,0.0105
1,0.8,0.8,494.92,38396.77,401,0,0.187,400.8602,0.0185,0,0,0.0528,0.0522,0.0518,0,0,0,7.3661,0,0,100,0,0,0,0,0,0,0,0,0,0,508.0517,-36213.9,0.1429,3.0258,0,0,0,0,0,0,0,0,0,0,4.0745,0.0096,0.0048,0.0048,518.7321,117.8719,94.0598,23.8121,1.0481,1.2532,7854.729,0.0096,502.8574,101.9972,11.9061,0,2.7417,105.9659,-0.1398,-0.0012,0,0,1519117,-400.8602,0,0,0,1.52E+08,0,0,50.5948,30.9788,524.2433,499.907,474.1816,14.4784,0.0096,1.9576,-1.9291,0.0536,528.129,499.907,470.2959,127.2688,99.0468,69.4357,0.0103,1.9576,-1.9298,499.444,98.5838,57.8331,0.512,1.8329,15.023,0.0381,0.0138
1,1,1,494.85,38401.56,401,0,0.1859,400.9931,0.0214,0,0,0.0528,0.0522,0.0518,0,0,0,7.3682,0,0,100,0,0,0,0,0,0,0,0,0,0,507.9781,-36212.02,0.18,3.6693,0,0,0,0,0,0,0,0,0,0,4.0729,0.0111,0.0055,0.0055,518.5206,117.5275,93.8569,23.6706,1.0478,1.2522,7854.847,0.0111,502.7402,101.7471,11.8353,0,3.7568,105.6922,-0.0069,-0.0001,0,0,1519117,-400.9931,0,0,0,1.52E+08,0,0,50.5952,30.979,523.9561,499.8356,474.1174,17.557,0.0111,1.9565,-1.9298,0.0675,529.5199,499.8356,468.5536,128.5268,98.8425,67.5605,0.0123,1.9565,-1.931,499.303,98.3099,60.9663,0.5131,1.9024,17.5834,0.0378,0.0174
1,1.2,1.2,494.75,38392.64,402,0,0.1855,401.2099,0.0256,0,0,0.0528,0.0522,0.0518,0,0,0,7.3726,0,0,100,0,0,0,0,0,0,0,0,0,0,508.0502,-36212.02,0.2238,4.2705,0,0,0,0,0,0,0,0,0,0,4.0718,0.0132,0.0066,0.0066,518.3697,117.1598,93.5401,23.6197,1.0477,1.2525,7855.012,0.0132,502.6232,101.4133,11.8099,0,6.45,105.3499,-0.7901,-0.0067,0,0,1519117,-401.2099,0,0,0,1.52E+08,0,0,50.5957,30.9793,523.6725,499.801,473.7456,20.4331,0.0132,1.9555,-1.9307,0.084,530.9687,499.801,466.4494,129.7588,98.5911,65.2395,0.015,1.9555,-1.9325,499.073,97.8631,64.5193,0.5169,1.989,19.6505,0.038,0.0216
1,1.4,1.4,495.1,38392.57,402,0,0.1847,401.6017,0.032,0,0,0.0528,0.0522,0.0518,0,0,0,7.3871,0,0,100,0,0,0,0,0,0,0,0,0,0,507.9428,-36211.4,0.2766,4.794,0,0,0,0,0,0,0,0,0,0,4.0738,0.0165,0.0083,0.0083,518.6072,117.0055,93.4983,23.5072,1.0475,1.2514,7855.271,0.0165,502.9357,101.334,11.7536,0,3.1768,105.2519,-0.3983,-0.0034,0,0,1519117,-401.6017,0,0,0,1.52E+08,0,0,50.5965,30.9798,524.1366,499.9772,474.818,22.9368,0.0165,1.9539,-1.9323,0.1038,533.1548,499.9772,465.7997,131.5531,98.3755,64.198,0.0193,1.9539,-1.9351,499.6439,98.0422,67.3551,0.5074,2.0492,21.4637,0.0381,0.0265
1,1.6,1.6,494.62,38380.3,402,0,0.1851,402.1691,0.0406,0,0,0.0528,0.0522,0.0518,0,0,0,7.397,0,0,100,0,0,0,0,0,0,0,0,0,0,508.2757,-36211.4,0.3397,5.2461,0,0,0,0,0,0,0,0,0,0,4.0706,0.021,0.0105,0.0105,518.1765,116.0074,92.4509,23.5565,1.0476,1.2548,7855.625,0.021,502.4722,100.3031,11.7783,0,26.4256,104.2291,0.1691,0.0015,0,0,1519117,-402.1691,0,0,0,1.52E+08,0,0,50.5977,30.9805,523.2468,499.8059,473.0542,25.098,0.021,1.9514,-1.9346,0.1275,533.6432,499.8059,462.6578,131.4741,97.6368,60.4887,0.0251,1.9514,-1.9387,498.7023,96.5332,70.9854,0.5233,2.1735,22.501,0.0378,0.0324
