Stage Number,Time since start of test (s),Time since start of stage (s),Radial Pressure (kPa),Radial Volume (mm3),Back Pressure (kPa),Back Volume (mm3),Load Cell (kN),Pore Pressure (kPa),Axial Displacement (mm),L/C Pressure (kPa),L/C Volume (mm3),Local Axial 1,Local Axial 2,Local Radial,Base Pressure (kPa),Base Volume (mm3),Back Differential Pressure (kPa),Axial Displacement 2 (mm),Pore Air Pressure (kPa),Pore Air Volume (mm3),Atmospheric Pressure (kPa),Temperature (°C),Mid Plane PWP (kPa),Back to Cell Differential (kPa),Total Volume Change (mm3),Undefined Tx 1,Undefined Tx 2,Undefined Tx 3,Undefined Tx. 4,HCA secondary control axial load (kN),HCA secondary control torque,Internal Cell Pr. (kPa),Internal Cell Vol. (mm3),Rotational Displ. (mm),Torque,Local Int Defmn 1 (mm),Local Int Defmn 2 (mm),Circumf. Defmn 1 (mm),Circumf. Defmn 2 (mm),Circumf. Defmn 3 (mm),Outer Cell Pr 2 (kPa),Internal cell Pr 2 (kPa),Rotation 2 (°),Secondary Cell Pr (kPa),Secondary Back Pr (kPa),Axial Force (kN),Axial Strain (%),Av Diameter Change (mm),Radial Strain (%),Axial Stress (kPa),Eff. Axial Stress (kPa),Eff. Radial Stress (kPa),Deviator Stress (kPa),Total Stress Ratio (%),Eff. Stress Ratio (%),Current Area (mm2),Shear Strain (%),Cambridge p (kPa),Eff. Cambridge p' (kPa),Max Shear Stress t,Volume Change (mm3),B Value,Mean Stress s/Eff. Axial Stress 2,Excess PWP (kPa),PWP Ratio,Lower Chamber Displacement (mm),Lower Chamber Axial Load (kPa),Specimen Air Volume (mm3),Matric Suction (kPa),Voids ratio,Degree of Saturation (°),Specimen Water Volume (mm3),kRT constant,Permeability IN,Permeability OUT,HCA Outer Rad,HCA Inner Rad,HCA Sigma Z (kPa),HCA Sigma R (kPa),HCA Sigma Theta (kPa),HCA Tau Theta Z,HCA Ez,HCA Er,HCA Etheta,HCA Gamma,HCA Sigma1,HCA Sigma2,HCA Sigma3,HCA Eff Sigma1,HCA Eff Sigma2,HCA Eff Sigma3,HCA E1,HCA E2,HCA E3,HCA P,HCA Eff P,HCA Q,HCA B,HCA Eff R,HCA Alpha,HCA Ev,HCA E1 rtv
1,0,0,604.559,135596.3,501,0,-0.1807,502.9013,0.0002,0,0,0.0528,0.0522,0.0518,0,0,0,2.9926,0,0,100,0,0,0,0,0,0,0,0,0,0,592.1887,-6267.776,-0.0011,0.02,0,0,0,0,0,0,0,0,0,0,4.5675,0.0001,0.0001,0.0001,581.5521,78.6508,101.6577,-23.0069,0.9619,0.7737,7853.983,0.0001,596.8901,93.9888,-11.5035,0,-0.261,90.1543,1.9013,0.0242,0,0,1555010,-502.9013,0,0,0,1.56E+08,0,0,50.1007,30.1675,575.6461,599.9098,623.2806,0.0971,0.0001,0.3351,-0.3341,-0.0004,623.2808,599.9098,575.6459,120.3795,97.0085,72.7446,0.0001,0.3351,-0.3341,599.6122,96.7109,47.6349,0.5094,1.6548,89.8832,0.0011,-0.0006
1,0,0,604.845,135659.5,500,0,-0.1885,502.6492,-0.0053,0,0,0.0528,0.0522,0.0518,0,0,0,2.978,0,0,100,0,0,0,0,0,0,0,0,0,0,592.6985,-6277.793,0.0034,0.0332,0,0,0,0,0,0,0,0,0,0,4.5618,-0.0027,-0.0014,-0.0014,580.8426,78.1934,102.1958,-24.0024,0.9603,0.7651,7853.763,-0.0027,596.8442,94.195,-12.0012,0,-2.759,90.1946,2.6492,0.0339,0,0,1555010,-502.6492,0,0,0,1.56E+08,0,0,50.1001,30.1673,574.252,600.2798,623.2281,0.1613,-0.0027,0.3371,-0.3331,0.0012,623.2286,600.2798,574.2515,120.5794,97.6306,71.6023,-0.0027,0.3371,-0.3331,599.2532,96.6041,48.9771,0.5314,1.684,89.8113,0.0013,0.0018
1,0.2,0.2,604.8606,135653.3,500,0,-0.1865,502.7396,-0.0042,0,0,0.0528,0.0522,0.0518,0,0,0,2.9994,0,0,100,0,0,0,0,0,0,0,0,0,0,592.0814,-6292.816,0.0315,0.4707,0,0,0,0,0,0,0,0,0,0,4.564,-0.0021,-0.0011,-0.0011,581.1192,78.3796,102.121,-23.7414,0.9607,0.7675,7853.81,-0.0021,596.9468,94.2072,-11.8707,0,-1.2187,90.2503,2.7396,0.035,0,0,1555010,-502.7396,0,0,0,1.56E+08,0,0,50.1005,30.1678,575.0258,600.0577,624.2016,2.2863,-0.0021,0.3376,-0.3343,0.0114,624.3077,600.0577,574.9197,121.5681,97.3181,72.1801,-0.0019,0.3376,-0.3345,599.7617,97.0221,49.388,0.509,1.6842,87.3438,0.0012,0.0172
1,0.4,0.4,604.851,135659.6,500,0,-0.1868,502.8936,-0.0037,0,0,0.0528,0.0522,0.0518,0,0,0,2.9972,0,0,100,0,0,0,0,0,0,0,0,0,0,592.0223,-6300.328,0.0482,0.9187,0,0,0,0,0,0,0,0,0,0,4.5636,-0.0019,-0.001,-0.001,581.0671,78.1735,101.9574,-23.7839,0.9607,0.7667,7853.826,-0.0019,596.923,94.0294,-11.892,0,0.6275,90.0654,2.8936,0.037,0,0,1555010,-502.8936,0,0,0,1.56E+08,0,0,50.1007,30.168,574.985,600.0295,624.2672,4.4623,-0.0019,0.3376,-0.3348,0.0174,624.668,600.0295,574.5842,121.7744,97.1359,71.6906,-0.0014,0.3376,-0.3353,599.7606,96.867,50.0838,0.5081,1.6986,84.8677,0.0009,0.0261
1,0.6,0.6,605.1266,135660.8,500,0,-0.1868,502.7028,-0.0046,0,0,0.0528,0.0522,0.0518,0,0,0,2.9988,0,0,100,0,0,0,0,0,0,0,0,0,0,592.5342,-6305.642,0.0662,1.3218,0,0,0,0,0,0,0,0,0,0,4.5657,-0.0023,-0.0011,-0.0011,581.3368,78.634,102.4238,-23.7898,0.9607,0.7677,7853.794,-0.0023,597.1967,94.4939,-11.8949,0,-0.4039,90.5289,2.7028,0.0344,0,0,1555010,-502.7028,0,0,0,1.56E+08,0,0,50.1007,30.1681,575.1261,600.3939,624.1852,6.4203,-0.0023,0.3381,-0.3349,0.0239,625.0115,600.3939,574.2998,122.3087,97.6911,71.597,-0.0014,0.3381,-0.3358,599.9017,97.1989,50.7117,0.5146,1.7083,82.6663,0.0009,0.0359
1,0.8,0.8,605.0473,135661.7,500,0,-0.1875,502.7413,-0.0052,0,0,0.0528,0.0522,0.0518,0,0,0,2.9725,0,0,100,0,0,0,0,0,0,0,0,0,0,592.1343,-6309.717,0.0855,1.7311,0,0,0,0,0,0,0,0,0,0,4.5644,-0.0026,-0.0013,-0.0013,581.1731,78.4318,102.306,-23.8742,0.9605,0.7666,7853.771,-0.0026,597.0892,94.3479,-11.9371,0,-0.3801,90.3689,2.7413,0.035,0,0,1555010,-502.7413,0,0,0,1.56E+08,0,0,50.1007,30.1682,575.0899,600.1941,624.5914,8.4083,-0.0026,0.3386,-0.335,0.0309,625.9806,600.1941,573.7007,123.2393,97.4528,70.9594,-0.0012,0.3386,-0.3364,599.9584,97.2172,52.2799,0.5068,1.7368,80.6182,0.001,0.0465
1,1,1,604.7972,135672.1,501,0,-0.1865,502.849,-0.0065,0,0,0.0528,0.0522,0.0518,0,0,0,2.991,0,0,100,0,0,0,0,0,0,0,0,0,0,591.8803,-6312.847,0.1036,2.1028,0,0,0,0,0,0,0,0,0,0,4.5634,-0.0033,-0.0017,-0.0017,581.0498,78.2008,101.9482,-23.7474,0.9607,0.7671,7853.716,-0.0033,596.8814,94.0324,-11.8737,0,0.1627,90.0745,1.849,0.0236,0,0,1555010,-502.849,0,0,0,1.56E+08,0,0,50.1006,30.1682,575.0407,599.9425,624.3472,10.2138,-0.0033,0.3391,-0.3349,0.0374,626.3793,599.9425,573.0087,123.5303,97.0935,70.1597,-0.0012,0.3391,-0.337,599.7769,96.9278,53.3706,0.5047,1.7607,78.7479,0.0009,0.0564
1,1.2,1.2,605.0719,135690.2,501,0,-0.1877,503.1855,-0.0079,0,0,0.0528,0.0522,0.0518,0,0,0,2.9981,0,0,100,0,0,0,0,0,0,0,0,0,0,592.2299,-6314.725,0.1239,2.5062,0,0,0,0,0,0,0,0,0,0,4.5643,-0.004,-0.002,-0.002,581.1684,77.9829,101.8864,-23.9035,0.9605,0.7654,7853.661,-0.004,597.1041,93.9186,-11.9518,0,1.142,89.9347,2.1855,0.028,0,0,1555010,-503.1855,0,0,0,1.56E+08,0,0,50.1004,30.1681,575.0338,600.2454,624.5086,12.1734,-0.004,0.3397,-0.3345,0.0447,627.3417,600.2454,572.2008,124.1562,97.0599,69.0153,-0.001,0.3397,-0.3375,599.9293,96.7438,55.1409,0.5086,1.799,76.899,0.0012,0.0676
1,1.4,1.4,604.838,135689.8,501,0,-0.1872,502.9843,-0.0092,0,0,0.0528,0.0522,0.0518,0,0,0,2.9877,0,0,100,0,0,0,0,0,0,0,0,0,0,591.8865,-6317.229,0.141,2.7661,0,0,0,0,0,0,0,0,0,0,4.563,-0.0046,-0.0023,-0.0023,581.0064,78.0221,101.8537,-23.8316,0.9606,0.766,7853.614,-0.0046,596.8941,93.9098,-11.9158,0,2.1705,89.9379,1.9843,0.0254,0,0,1555010,-502.9843,0,0,0,1.56E+08,0,0,50.1003,30.1681,574.9615,599.9703,624.4407,13.4359,-0.0046,0.3402,-0.3344,0.0509,627.8537,599.9703,571.5484,124.8694,96.986,68.5641,-0.0007,0.3402,-0.3383,599.7908,96.8065,56.3053,0.5048,1.8212,75.747,0.0012,0.0771
1,1.6,1.6,605.0535,135698.6,501,0,-0.1888,503.1241,-0.0112,0,0,0.0528,0.0522,0.0518,0,0,0,3,0,0,100,0,0,0,0,0,0,0,0,0,0,591.8759,-6317.854,0.1603,3.1141,0,0,0,0,0,0,0,0,0,0,4.563,-0.0057,-0.0028,-0.0028,581.0128,77.8887,101.9294,-24.0407,0.9603,0.7641,7853.527,-0.0057,597.04,93.9159,-12.0204,0,0.9975,89.9091,2.1241,0.0273,0,0,1555010,-503.1241,0,0,0,1.56E+08,0,0,50.1,30.1679,574.9868,600.1009,624.9983,15.1265,-0.0057,0.3407,-0.3338,0.0579,629.2175,600.1009,570.7676,126.0934,96.9768,67.6435,-0.0007,0.3407,-0.3388,600.0286,96.9046,58.4499,0.5019,1.8641,74.4147,0.0012,0.0881
