Stage Number,Time since start of test (s),Time since start of stage (s),Radial Pressure (kPa),Radial Volume (mm3),Back Pressure (kPa),Back Volume (mm3),Load Cell (kN),Pore Pressure (kPa),Axial Displacement (mm),L/C Pressure (kPa),L/C Volume (mm3),Local Axial 1,Local Axial 2,Local Radial,Base Pressure (kPa),Base Volume (mm3),Back Differential Pressure (kPa),Axial Displacement 2 (mm),Pore Air Pressure (kPa),Pore Air Volume (mm3),Atmospheric Pressure (kPa),Temperature (°C),Mid Plane PWP (kPa),Back to Cell Differential (kPa),Total Volume Change (mm3),Undefined Tx 1,Undefined Tx 2,Undefined Tx 3,Undefined Tx. 4,HCA secondary control axial load (kN),HCA secondary control torque,Internal Cell Pr. (kPa),Internal Cell Vol. (mm3),Rotational Displ. (mm),Torque,Local Int Defmn 1 (mm),Local Int Defmn 2 (mm),Circumf. Defmn 1 (mm),Circumf. Defmn 2 (mm),Circumf. Defmn 3 (mm),Outer Cell Pr 2 (kPa),Internal cell Pr 2 (kPa),Rotation 2 (°),Secondary Cell Pr (kPa),Secondary Back Pr (kPa),Axial Force (kN),Axial Strain (%),Av Diameter Change (mm),Radial Strain (%),Axial Stress (kPa),Eff. Axial Stress (kPa),Eff. Radial Stress (kPa),Deviator Stress (kPa),Total Stress Ratio (%),Eff. Stress Ratio (%),Current Area (mm2),Shear Strain (%),Cambridge p (kPa),Eff. Cambridge p' (kPa),Max Shear Stress t,Volume Change (mm3),B Value,Mean Stress s/Eff. Axial Stress 2,Excess PWP (kPa),PWP Ratio,Lower Chamber Displacement (mm),Lower Chamber Axial Load (kPa),Specimen Air Volume (mm3),Matric Suction (kPa),Voids ratio,Degree of Saturation (°),Specimen Water Volume (mm3),kRT constant,Permeability IN,Permeability OUT,HCA Outer Rad,HCA Inner Rad,HCA Sigma Z (kPa),HCA Sigma R (kPa),HCA Sigma Theta (kPa),HCA Tau Theta Z,HCA Ez,HCA Er,HCA Etheta,HCA Gamma,HCA Sigma1,HCA Sigma2,HCA Sigma3,HCA Eff Sigma1,HCA Eff Sigma2,HCA Eff Sigma3,HCA E1,HCA E2,HCA E3,HCA P,HCA Eff P,HCA Q,HCA B,HCA Eff R,HCA Alpha,HCA Ev,HCA E1 rtv
1,0,0,596.11,57297.7,501,-65,0.1857,500.6041,0.0031,0,0,0.0528,0.0522,0.0518,0,0,0,4.7687,0,0,100,0,0,0,0,0,0,0,0,0,0,608.4636,18873.44,-0.0011,0.0571,0,0,0,0,0,0,0,0,0,0,4.8674,0.0016,-0.0013,-0.0013,619.7536,119.1495,95.5059,23.6436,1.0397,1.2476,7853.767,0.0002,603.9912,103.3871,11.8218,-65,0.1357,107.3277,-0.3959,-0.0033,0,0,1530427,-500.6041,0,0,0,1.53E+08,0,0,49.69,29.4819,626.3445,600.7102,578.0871,0.2809,0.0016,-1.0298,1.046,-0.0004,626.3461,600.7102,578.0855,125.742,100.1061,77.4814,1.046,-1.0298,0.0016,601.7139,101.1098,48.2606,0.4688,1.6229,0.3335,0.0178,90.0002
1,0,0,594.64,57084.96,500,-65,0.1862,499.6275,-0.0004,0,0,0.0528,0.0522,0.0518,0,0,0,4.7731,0,0,100,0,0,0,0,0,0,0,0,0,0,608.5927,18917.87,0,0.0263,0,0,0,0,0,0,0,0,0,0,4.8563,-0.0002,-0.0022,-0.0022,618.3513,118.7238,95.0125,23.7113,1.0399,1.2496,7853.625,-0.0016,602.5438,102.9163,11.8557,-65,0.6988,106.8681,-0.3725,-0.0031,0,0,1530427,-499.6275,0,0,0,1.53E+08,0,0,49.6889,29.4804,624.1064,599.8356,574.2856,0.1294,-0.0002,-1.0317,1.0493,0,624.1067,599.8356,574.2853,124.4792,100.2081,74.6578,1.0493,-1.0317,-0.0002,599.4092,99.7817,49.8214,0.5128,1.6673,0.1488,0.0174,90
1,0.5,0.5,595.04,57088.86,500,-65,0.1868,499.7497,-0.0021,0,0,0.0528,0.0522,0.0518,0,0,0,4.7712,0,0,100,0,0,0,0,0,0,0,0,0,0,608.6296,18916.63,0.072,1.2488,0,0,0,0,0,0,0,0,0,0,4.86,-0.0011,-0.0027,-0.0027,618.828,119.0783,95.2903,23.788,1.04,1.2496,7853.555,-0.0025,602.9693,103.2196,11.894,-65,0.8593,107.1843,-0.2503,-0.0021,0,0,1530427,-499.7497,0,0,0,1.53E+08,0,0,49.6887,29.4803,624.8233,600.1003,575.2152,6.1433,-0.0011,-1.0313,1.0496,0.0261,625.5728,600.1003,574.4658,125.8231,100.3506,74.7161,1.0499,-1.0313,-0.0014,600.0463,100.2966,51.107,0.5016,1.684,6.9554,0.0172,89.9876
1,1,1,594.66,57084.81,500,-65,0.1856,499.9043,-0.0015,0,0,0.0528,0.0522,0.0518,0,0,0,4.7718,0,0,100,0,0,0,0,0,0,0,0,0,0,608.4905,18914.13,0.119,2.4017,0,0,0,0,0,0,0,0,0,0,4.8558,-0.0008,-0.0025,-0.0025,618.2914,118.3871,94.7557,23.6314,1.0397,1.2494,7853.579,-0.0022,602.5371,102.6328,11.8157,-65,0.5056,106.5714,-0.0957,-0.0008,0,0,1530427,-499.9043,0,0,0,1.53E+08,0,0,49.6888,29.4804,624.0736,599.8101,574.4838,11.8147,-0.0008,-1.0313,1.0494,0.0431,626.7446,599.8101,571.8128,126.8403,99.9058,71.9085,1.0503,-1.0313,-0.0017,599.4558,99.5515,54.9318,0.5097,1.7639,12.7388,0.0173,89.9795
1,1.5,1.5,594.93,57089.3,500,-65,0.1873,500.065,0.0025,0,0,0.0528,0.0522,0.0518,0,0,0,4.7743,0,0,100,0,0,0,0,0,0,0,0,0,0,608.5237,18914.75,0.1721,3.3313,0,0,0,0,0,0,0,0,0,0,4.8597,0.0013,-0.0015,-0.0015,618.775,118.71,94.865,23.845,1.0401,1.2514,7853.744,-0.0001,602.8784,102.8134,11.9225,-65,0.4834,106.7875,0.065,0.0005,0,0,1530427,-500.065,0,0,0,1.53E+08,0,0,49.6893,29.4807,624.8097,599.9919,575.0992,16.3872,0.0013,-1.0322,1.0484,0.0623,629.7256,599.9919,570.1833,129.6606,99.9269,70.1183,1.0503,-1.0322,-0.0006,599.967,99.9019,59.5423,0.5006,1.8492,16.6985,0.0175,89.9703
1,2,2,594.96,57094.64,501,-65,0.1864,500.6086,0.0092,0,0,0.0528,0.0522,0.0518,0,0,0,4.7975,0,0,100,0,0,0,0,0,0,0,0,0,0,608.6115,18914.75,0.2225,3.8833,0,0,0,0,0,0,0,0,0,0,4.8592,0.0047,0.0002,0.0002,618.6903,118.0817,94.3514,23.7303,1.0399,1.2515,7854.011,0.0033,602.8701,102.2615,11.8652,-65,-0.0158,106.2166,-0.3914,-0.0033,0,0,1530427,-500.6086,0,0,0,1.53E+08,0,0,49.6901,29.4812,624.6281,600.0434,575.0449,19.1017,0.0047,-1.0337,1.0467,0.0806,631.1335,600.0434,568.5396,130.5249,99.4348,67.931,1.0498,-1.0337,0.0016,599.9055,99.2969,62.5939,0.5033,1.9214,18.807,0.0177,89.9614
1,2.5,2.5,594.88,57088.38,501,-65,0.1861,501.018,0.0156,0,0,0.0528,0.0522,0.0518,0,0,0,4.7834,0,0,100,0,0,0,0,0,0,0,0,0,0,608.6927,18906.62,0.2576,4.0988,0,0,0,0,0,0,0,0,0,0,4.8584,0.008,0.0019,0.0019,618.568,117.55,93.862,23.688,1.0398,1.2524,7854.27,0.0066,602.776,101.758,11.844,-65,-0.3738,105.706,0.018,0.0002,0,0,1530427,-501.018,0,0,0,1.53E+08,0,0,49.6911,29.4819,624.3994,600.0234,574.7296,20.1605,0.008,-1.0352,1.0445,0.0933,631.5523,600.0234,567.5767,130.5343,99.0054,66.5587,1.0487,-1.0352,0.0038,599.7175,98.6995,63.9756,0.5072,1.9612,19.5345,0.0173,89.9551
1,3,3,595.15,57101.81,501,-65,0.1858,501.3665,0.02,0,0,0.0528,0.0522,0.0518,0,0,0,4.8029,0,0,100,0,0,0,0,0,0,0,0,0,0,608.4659,18893.47,0.2554,3.9533,0,0,0,0,0,0,0,0,0,0,4.8604,0.0103,0.003,0.003,618.8085,117.442,93.7835,23.6585,1.0398,1.2523,7854.45,0.0089,603.0362,101.6697,11.8293,-65,-0.8903,105.6127,0.3665,0.0031,0,0,1530427,-501.3665,0,0,0,1.53E+08,0,0,49.6919,29.4826,624.8786,600.1085,575.724,19.4441,0.0103,-1.0357,1.0426,0.0925,631.64,600.1085,568.9625,130.2735,98.742,67.596,1.0467,-1.0357,0.0062,600.237,98.8705,62.6775,0.4969,1.9272,19.1745,0.0172,89.9553
1,3.5,3.5,594.83,57113.54,502,-65,0.1859,501.6426,0.0222,0,0,0.0528,0.0522,0.0518,0,0,0,4.8023,0,0,100,0,0,0,0,0,0,0,0,0,0,608.7904,18879.74,0.2104,3.3056,0,0,0,0,0,0,0,0,0,0,4.858,0.0114,0.0036,0.0036,618.496,116.8534,93.1874,23.666,1.0398,1.254,7854.537,0.01,602.7187,101.0761,11.833,-65,-0.883,105.0204,-0.3574,-0.0031,0,0,1530427,-501.6426,0,0,0,1.53E+08,0,0,49.6924,29.4832,624.2278,600.0286,574.4633,16.258,0.0114,-1.0352,1.0412,0.0762,629.0684,600.0286,569.6227,127.4258,98.386,67.9801,1.044,-1.0352,0.0086,599.5732,97.9306,59.4457,0.5115,1.8745,16.5803,0.0174,89.9631
1,4,4,594.69,57129.47,502,-65,0.188,501.7633,0.0219,0,0,0.0528,0.0522,0.0518,0,0,0,4.8152,0,0,100,0,0,0,0,0,0,0,0,0,0,608.4861,18867.18,0.1587,2.3861,0,0,0,0,0,0,0,0,0,0,4.859,0.0112,0.0035,0.0035,618.6246,116.8613,92.9267,23.9346,1.0402,1.2576,7854.521,0.0098,602.6682,100.9049,11.9673,-65,-0.8808,104.894,-0.2367,-0.002,0,0,1530427,-501.7633,0,0,0,1.53E+08,0,0,49.6925,29.4835,624.5948,599.8273,574.5625,11.7356,0.0112,-1.0342,1.0407,0.0575,627.2107,599.8273,571.9465,125.4474,98.064,70.1832,1.0423,-1.0342,0.0096,599.6614,97.8982,55.2642,0.5045,1.7874,12.5661,0.0177,89.9721
