Stage Number,Time since start of test (s),Time since start of stage (s),Radial Pressure (kPa),Radial Volume (mm3),Back Pressure (kPa),Back Volume (mm3),Load Cell (kN),Pore Pressure (kPa),Axial Displacement (mm),L/C Pressure (kPa),L/C Volume (mm3),Local Axial 1,Local Axial 2,Local Radial,Base Pressure (kPa),Base Volume (mm3),Back Differential Pressure (kPa),Axial Displacement 2 (mm),Pore Air Pressure (kPa),Pore Air Volume (mm3),Atmospheric Pressure (kPa),Temperature (°C),Mid Plane PWP (kPa),Back to Cell Differential (kPa),Total Volume Change (mm3),Undefined Tx 1,Undefined Tx 2,Undefined Tx 3,Undefined Tx. 4,HCA secondary control axial load (kN),HCA secondary control torque,Internal Cell Pr. (kPa),Internal Cell Vol. (mm3),Rotational Displ. (mm),Torque,Local Int Defmn 1 (mm),Local Int Defmn 2 (mm),Circumf. Defmn 1 (mm),Circumf. Defmn 2 (mm),Circumf. Defmn 3 (mm),Outer Cell Pr 2 (kPa),Internal cell Pr 2 (kPa),Rotation 2 (°),Secondary Cell Pr (kPa),Secondary Back Pr (kPa),Axial Force (kN),Axial Strain (%),Av Diameter Change (mm),Radial Strain (%),Axial Stress (kPa),Eff. Axial Stress (kPa),Eff. Radial Stress (kPa),Deviator Stress (kPa),Total Stress Ratio (%),Eff. Stress Ratio (%),Current Area (mm2),Shear Strain (%),Cambridge p (kPa),Eff. Cambridge p' (kPa),Max Shear Stress t,Volume Change (mm3),B Value,Mean Stress s/Eff. Axial Stress 2,Excess PWP (kPa),PWP Ratio,Lower Chamber Displacement (mm),Lower Chamber Axial Load (kPa),Specimen Air Volume (mm3),Matric Suction (kPa),Voids ratio,Degree of Saturation (°),Specimen Water Volume (mm3),kRT constant,Permeability IN,Permeability OUT,HCA Outer Rad,HCA Inner Rad,HCA Sigma Z (kPa),HCA Sigma R (kPa),HCA Sigma Theta (kPa),HCA Tau Theta Z,HCA Ez,HCA Er,HCA Etheta,HCA Gamma,HCA Sigma1,HCA Sigma2,HCA Sigma3,HCA Eff Sigma1,HCA Eff Sigma2,HCA Eff Sigma3,HCA E1,HCA E2,HCA E3,HCA P,HCA Eff P,HCA Q,HCA B,HCA Eff R,HCA Alpha,HCA Ev,HCA E1 rtv
1,0,0,571.4051,83840.25,471,0,-0.0977,463.6692,2.0279,0,0,0.0528,0.0522,0.0518,0,0,0,7.729,0,0,100,0,0,0,0,0,0,0,0,0,0,566.3878,-161677.8,0.3634,4.394,0,0,0,0,0,0,0,0,0,0,4.438,1.0562,0.5323,0.5323,559.096,95.4268,107.7359,-12.3091,0.9785,0.8857,7937.814,1.059,567.3021,103.6329,-6.1546,0,-0.2694,101.5814,-7.3308,-0.0768,0,0,1507964,-463.6692,0,0,0,1.51E+08,0,0,52.8922,34.3585,555.8363,569.4293,580.7064,19.5325,1.0562,7.9115,-8.3102,0.1478,591.4263,569.4293,545.1165,127.7571,105.7601,81.4473,1.0574,7.9115,-8.3114,568.6574,104.9882,46.3098,0.525,1.5686,61.2411,0.6575,0.0078
1,0,0,571.5496,83842.03,471,0,-0.0951,463.779,2.0289,0,0,0.0528,0.0522,0.0518,0,0,0,7.73,0,0,100,0,0,0,0,0,0,0,0,0,0,566.6398,-161685.3,0.3679,4.4525,0,0,0,0,0,0,0,0,0,0,4.4418,1.0567,0.5326,0.5326,559.5719,95.7929,107.7706,-11.9777,0.979,0.8889,7937.854,1.0595,567.5571,103.7781,-5.9889,0,-0.8514,101.7818,-7.221,-0.0754,0,0,1507964,-463.779,0,0,0,1.51E+08,0,0,52.8925,34.3588,556.4144,569.6161,580.6517,19.7922,1.0567,7.9115,-8.3108,0.1497,591.7407,569.6161,545.3255,127.9617,105.8371,81.5465,1.0579,7.9115,-8.312,568.8941,105.1151,46.4152,0.5233,1.5692,60.7394,0.6574,0.0079
1,0.2,0.2,571.5686,83840.36,471,0,-0.0943,463.8133,2.0275,0,0,0.0528,0.0522,0.0518,0,0,0,7.7553,0,0,100,0,0,0,0,0,0,0,0,0,0,566.2155,-161689.6,0.3859,4.8937,0,0,0,0,0,0,0,0,0,0,4.4427,1.056,0.5322,0.5322,559.6892,95.8759,107.7553,-11.8794,0.9792,0.8898,7937.798,1.0588,567.6088,103.7955,-5.9397,0,-1.0648,101.8156,-7.1867,-0.075,0,0,1507964,-463.8133,0,0,0,1.51E+08,0,0,52.8924,34.3588,556.9143,569.4606,581.4926,21.7536,1.056,7.9121,-8.3107,0.157,594.1884,569.4606,544.2186,130.3751,105.6473,80.4053,1.0573,7.9121,-8.312,569.2892,105.4759,49.9698,0.5051,1.6215,59.7316,0.6574,0.0083
1,0.4,0.4,571.9376,83884.39,471,0,-0.094,463.5679,2.0268,0,0,0.0528,0.0522,0.0518,0,0,0,7.7286,0,0,100,0,0,0,0,0,0,0,0,0,0,565.9988,-161697.1,0.4005,5.321,0,0,0,0,0,0,0,0,0,0,4.4459,1.0556,0.532,0.532,560.0946,96.5267,108.3697,-11.843,0.9793,0.8907,7937.766,1.0584,567.9899,104.422,-5.9215,0,0.0491,102.4482,-7.4321,-0.077,0,0,1507964,-463.5679,0,0,0,1.51E+08,0,0,52.8924,34.3589,557.77,569.5989,582.9475,23.6531,1.0556,7.9127,-8.3108,0.1629,597.1533,569.5989,543.5643,133.5854,106.031,79.9964,1.057,7.9127,-8.3122,570.1055,106.5376,53.589,0.4858,1.6699,59.0115,0.6575,0.0086
1,0.6,0.6,572.3767,83879.9,471,0,-0.094,463.5019,2.0259,0,0,0.0528,0.0522,0.0518,0,0,0,7.7246,0,0,100,0,0,0,0,0,0,0,0,0,0,566.2589,-161699,0.4183,5.739,0,0,0,0,0,0,0,0,0,0,4.4494,1.0552,0.5318,0.5318,560.5378,97.0359,108.8748,-11.8389,0.9793,0.8913,7937.734,1.058,568.4304,104.9285,-5.9195,0,-0.1041,102.9554,-7.4981,-0.0773,0,0,1507964,-463.5019,0,0,0,1.51E+08,0,0,52.8923,34.3589,558.3396,569.9675,583.7184,25.5115,1.0552,7.9133,-8.3107,0.1702,599.5221,569.9675,542.5359,136.0202,106.4656,79.034,1.0567,7.9133,-8.3122,570.6752,107.1733,56.9862,0.4814,1.721,58.2229,0.6578,0.009
1,0.8,0.8,572.1944,83881.13,471,0,-0.0935,463.4065,2.0246,0,0,0.0528,0.0522,0.0518,0,0,0,7.7252,0,0,100,0,0,0,0,0,0,0,0,0,0,565.8817,-161697.8,0.4398,6.1711,0,0,0,0,0,0,0,0,0,0,4.4484,1.0545,0.5315,0.5315,560.4158,97.0093,108.7879,-11.7786,0.9794,0.8917,7937.678,1.0573,568.2682,104.8617,-5.8893,0,-0.398,102.8986,-7.5935,-0.0783,0,0,1507964,-463.4065,0,0,0,1.51E+08,0,0,52.8921,34.3587,558.3979,569.7085,583.8974,27.4325,1.0545,7.9133,-8.3103,0.1789,601.3983,569.7085,540.897,137.9918,106.302,77.4905,1.0562,7.9133,-8.312,570.6679,107.2614,60.5013,0.4762,1.7808,57.4638,0.6575,0.0095
1,1,1,572.0919,83887.09,471,0,-0.0939,463.4342,2.0234,0,0,0.0528,0.0522,0.0518,0,0,0,7.7259,0,0,100,0,0,0,0,0,0,0,0,0,0,565.938,-161695.3,0.468,6.5281,0,0,0,0,0,0,0,0,0,0,4.4472,1.0539,0.5312,0.5312,560.268,96.8338,108.6577,-11.8239,0.9793,0.8912,7937.63,1.0567,568.1506,104.7164,-5.912,0,-0.4436,102.7458,-7.5658,-0.0781,0,0,1507964,-463.4342,0,0,0,1.51E+08,0,0,52.8918,34.3585,558.1006,569.6685,583.5005,29.02,1.0539,7.9139,-8.3098,0.1904,602.4778,569.6685,539.1233,139.0436,106.2343,75.6891,1.0558,7.9139,-8.3117,570.4232,106.989,63.3545,0.4821,1.837,56.8178,0.658,0.01
1,1.2,1.2,572.0491,83873.2,471,0,-0.0944,463.2994,2.0223,0,0,0.0528,0.0522,0.0518,0,0,0,7.7326,0,0,100,0,0,0,0,0,0,0,0,0,0,565.9546,-161692.1,0.5096,6.8641,0,0,0,0,0,0,0,0,0,0,4.4463,1.0533,0.5308,0.5308,560.158,96.8586,108.7497,-11.8911,0.9792,0.8907,7937.582,1.0561,568.0854,104.786,-5.9456,0,-1.0742,102.8042,-7.7006,-0.0795,0,0,1507964,-463.2994,0,0,0,1.51E+08,0,0,52.8917,34.3584,557.9158,569.6491,583.3475,30.5138,1.0533,7.9138,-8.3096,0.2073,603.6889,569.6491,537.5743,140.3895,106.3497,74.2749,1.0556,7.9138,-8.3119,570.3041,107.0047,66.1146,0.4851,1.8901,56.3113,0.6575,0.0109
1,1.4,1.4,571.6885,83873.88,471,0,-0.0924,463.5651,2.0221,0,0,0.0528,0.0522,0.0518,0,0,0,7.7047,0,0,100,0,0,0,0,0,0,0,0,0,0,566.1636,-161688.4,0.564,7.1572,0,0,0,0,0,0,0,0,0,0,4.4454,1.0532,0.5308,0.5308,560.0452,96.4801,108.1234,-11.6433,0.9796,0.8923,7937.574,1.056,567.8074,104.2423,-5.8217,0,-0.0316,102.3018,-7.4349,-0.0771,0,0,1507964,-463.5651,0,0,0,1.51E+08,0,0,52.8915,34.3582,557.533,569.5128,581.9309,31.817,1.0532,7.9139,-8.3091,0.2294,603.8074,569.5128,535.6565,140.2423,105.9477,72.0914,1.056,7.9139,-8.3119,569.6589,106.0938,68.1509,0.4968,1.9453,55.4887,0.658,0.012
1,1.6,1.6,571.9967,83873.25,471,0,-0.0944,463.7557,2.0218,0,0,0.0528,0.0522,0.0518,0,0,0,7.726,0,0,100,0,0,0,0,0,0,0,0,0,0,566.3768,-161688.9,0.6232,7.4378,0,0,0,0,0,0,0,0,0,0,4.4459,1.053,0.5307,0.5307,560.1093,96.3536,108.241,-11.8874,0.9792,0.8902,7937.558,1.0558,568.0342,104.2785,-5.9437,0,1.0145,102.2973,-7.2443,-0.0752,0,0,1507964,-463.7557,0,0,0,1.51E+08,0,0,52.8915,34.3582,557.5169,569.7836,582.4154,33.0644,1.053,7.9139,-8.3091,0.2535,605.2966,569.7836,534.6357,141.5409,106.0279,70.88,1.0564,7.9139,-8.3125,569.9053,106.1496,70.6609,0.4974,1.9969,55.3161,0.6578,0.0133
