Stage Number,Time since start of test (s),Time since start of stage (s),Radial Pressure (kPa),Radial Volume (mm3),Back Pressure (kPa),Back Volume (mm3),Load Cell (kN),Pore Pressure (kPa),Axial Displacement (mm),L/C Pressure (kPa),L/C Volume (mm3),Local Axial 1,Local Axial 2,Local Radial,Base Pressure (kPa),Base Volume (mm3),Back Differential Pressure (kPa),Axial Displacement 2 (mm),Pore Air Pressure (kPa),Pore Air Volume (mm3),Atmospheric Pressure (kPa),Temperature (°C),Mid Plane PWP (kPa),Back to Cell Differential (kPa),Total Volume Change (mm3),Undefined Tx 1,Undefined Tx 2,Undefined Tx 3,Undefined Tx. 4,HCA secondary control axial load (kN),HCA secondary control torque,Internal Cell Pr. (kPa),Internal Cell Vol. (mm3),Rotational Displ. (mm),Torque,Local Int Defmn 1 (mm),Local Int Defmn 2 (mm),Circumf. Defmn 1 (mm),Circumf. Defmn 2 (mm),Circumf. Defmn 3 (mm),Outer Cell Pr 2 (kPa),Internal cell Pr 2 (kPa),Rotation 2 (°),Secondary Cell Pr (kPa),Secondary Back Pr (kPa),Axial Force (kN),Axial Strain (%),Av Diameter Change (mm),Radial Strain (%),Axial Stress (kPa),Eff. Axial Stress (kPa),Eff. Radial Stress (kPa),Deviator Stress (kPa),Total Stress Ratio (%),Eff. Stress Ratio (%),Current Area (mm2),Shear Strain (%),Cambridge p (kPa),Eff. Cambridge p' (kPa),Max Shear Stress t,Volume Change (mm3),B Value,Mean Stress s/Eff. Axial Stress 2,Excess PWP (kPa),PWP Ratio,Lower Chamber Displacement (mm),Lower Chamber Axial Load (kPa),Specimen Air Volume (mm3),Matric Suction (kPa),Voids ratio,Degree of Saturation (°),Specimen Water Volume (mm3),kRT constant,Permeability IN,Permeability OUT,HCA Outer Rad,HCA Inner Rad,HCA Sigma Z (kPa),HCA Sigma R (kPa),HCA Sigma Theta (kPa),HCA Tau Theta Z,HCA Ez,HCA Er,HCA Etheta,HCA Gamma,HCA Sigma1,HCA Sigma2,HCA Sigma3,HCA Eff Sigma1,HCA Eff Sigma2,HCA Eff Sigma3,HCA E1,HCA E2,HCA E3,HCA P,HCA Eff P,HCA Q,HCA B,HCA Eff R,HCA Alpha,HCA Ev,HCA E1 rtv
1,0,0,594.23,94722.48,499,0,0.1867,498.2683,0.006,0,0,0.0528,0.0522,0.0518,0,0,0,0.52,0,0,100,0,0,0,0,0,0,0,0,0,0,608.6875,-9124.05,0.0034,0.1589,0,0,0,0,0,0,0,0,0,0,4.8539,0.003,0.0015,0.0015,617.9997,119.7314,95.9617,23.7697,1.04,1.2477,7854.21,0.003,602.1533,103.885,11.8849,0,-0.2523,107.8465,-0.7317,-0.0061,0,0,1551318,-498.2683,0,0,0,1.55E+08,0,0,50.1475,30.2445,623.1066,599.6691,572.2603,0.7707,0.003,0.4874,-0.4876,0.0012,623.1183,599.6691,572.2487,124.85,101.4008,73.9804,0.003,0.4874,-0.4876,598.3454,100.0771,50.8696,0.539,1.6876,0.8682,0.0028,0.0012
1,0,0,594.81,94772.14,499,0,0.1853,498.5176,0.0062,0,0,0.0528,0.0522,0.0518,0,0,0,0.518,0,0,100,0,0,0,0,0,0,0,0,0,0,608.7062,-9113.41,-0.0056,0.049,0,0,0,0,0,0,0,0,0,0,4.8571,0.0031,0.0015,0.0015,618.4065,119.8889,96.2924,23.5965,1.0397,1.2451,7854.218,0.0031,602.6755,104.1579,11.7983,0,0.8467,108.0907,-0.4824,-0.004,0,0,1551318,-498.5176,0,0,0,1.55E+08,0,0,50.1474,30.2442,623.729,600.0379,573.6938,0.2377,0.0031,0.4864,-0.4871,-0.002,623.7302,600.0379,573.6927,125.2126,101.5203,75.1751,0.0031,0.4864,-0.4871,599.1536,100.636,50.0375,0.5265,1.6656,0.2722,0.0024,-0.002
1,0.2,0.2,594.74,94780.14,499,0,0.1882,498.5067,0.0054,0,0,0.0528,0.0522,0.0518,0,0,0,0.519,0,0,100,0,0,0,0,0,0,0,0,0,0,608.7963,-9122.167,0.0337,0.658,0,0,0,0,0,0,0,0,0,0,4.8594,0.0027,0.0013,0.0013,618.7018,120.1951,96.2333,23.9618,1.0403,1.249,7854.187,0.0027,602.7272,104.2205,11.9809,0,1.0136,108.2142,-0.4933,-0.0041,0,0,1551318,-498.5067,0,0,0,1.55E+08,0,0,50.1474,30.2444,624.1445,600.0281,573.3801,3.1914,0.0027,0.4874,-0.4874,0.0122,624.3444,600.0281,573.1803,125.8377,101.5214,74.6736,0.0029,0.4874,-0.4876,599.1843,100.6776,51.1641,0.5247,1.6852,3.5832,0.0027,0.0124
1,0.4,0.4,595.06,94789.58,499,0,0.1869,498.4963,0.0044,0,0,0.0528,0.0522,0.0518,0,0,0,0.5122,0,0,100,0,0,0,0,0,0,0,0,0,0,608.4982,-9131.531,0.0585,1.2999,0,0,0,0,0,0,0,0,0,0,4.8606,0.0022,0.0011,0.0011,618.8577,120.3614,96.5637,23.7977,1.04,1.2464,7854.148,0.0022,602.9926,104.4963,11.8989,0,0.4648,108.4625,-0.5037,-0.0042,0,0,1551318,-498.4963,0,0,0,1.55E+08,0,0,50.1475,30.2446,624.5591,600.1157,574.6392,6.3047,0.0022,0.4879,-0.4877,0.0212,625.343,600.1157,573.8552,126.8467,101.6194,75.3589,0.0027,0.4879,-0.4882,599.7713,101.275,51.4878,0.51,1.6832,7.088,0.0024,0.0216
1,0.6,0.6,594.98,94796,499,0,0.1864,498.4813,0.0046,0,0,0.0528,0.0522,0.0518,0,0,0,0.5182,0,0,100,0,0,0,0,0,0,0,0,0,0,608.4905,-9136.57,0.0821,1.9179,0,0,0,0,0,0,0,0,0,0,4.8595,0.0023,0.0012,0.0012,618.717,120.2357,96.4987,23.737,1.0399,1.246,7854.156,0.0023,602.8923,104.411,11.8685,0,0.5066,108.3672,-0.5187,-0.0043,0,0,1551318,-498.4813,0,0,0,1.55E+08,0,0,50.1476,30.2447,624.3382,600.0629,574.4492,9.302,0.0023,0.4879,-0.488,0.0298,626.0161,600.0629,572.7712,127.5348,101.5816,74.2899,0.0032,0.4879,-0.4889,599.6168,101.1354,53.2449,0.5126,1.7167,10.2254,0.0022,0.0304
1,0.8,0.8,594.96,94805.98,499,0,0.1863,498.5566,0.0049,0,0,0.0528,0.0522,0.0518,0,0,0,0.5141,0,0,100,0,0,0,0,0,0,0,0,0,0,608.2699,-9140.952,0.1061,2.4874,0,0,0,0,0,0,0,0,0,0,4.8592,0.0025,0.0013,0.0013,618.6776,120.121,96.4034,23.7176,1.0399,1.246,7854.171,0.0025,602.8659,104.3093,11.8588,0,0.6741,108.2622,-0.4434,-0.0037,0,0,1551318,-498.5566,0,0,0,1.55E+08,0,0,50.1477,30.2449,624.413,599.9673,574.7339,12.0641,0.0025,0.4884,-0.4884,0.0385,627.1877,599.9673,571.9592,128.6311,101.4107,73.4026,0.004,0.4884,-0.4899,599.7048,101.1481,55.2285,0.5071,1.7524,12.9525,0.0025,0.0392
1,1,1,595.18,94799.74,499,0,0.1867,498.5793,0.0057,0,0,0.0528,0.0522,0.0518,0,0,0,0.5096,0,0,100,0,0,0,0,0,0,0,0,0,0,608.6085,-9141.578,0.1327,3.0228,0,0,0,0,0,0,0,0,0,0,4.8614,0.0029,0.0014,0.0014,618.9553,120.376,96.6007,23.7753,1.0399,1.2461,7854.203,0.0029,603.1051,104.5258,11.8877,0,0.5021,108.4883,-0.4207,-0.0035,0,0,1551318,-498.5793,0,0,0,1.55E+08,0,0,50.1478,30.245,624.6446,600.232,574.7735,14.6608,0.0029,0.4884,-0.4886,0.0481,628.6352,600.232,570.7829,130.0559,101.6527,72.2036,0.0052,0.4884,-0.4909,599.8834,101.3041,57.8523,0.509,1.8012,15.2267,0.0027,0.0489
1,1.2,1.2,594.81,94827.8,499,0,0.1867,498.7496,0.0071,0,0,0.0528,0.0522,0.0518,0,0,0,0.5065,0,0,100,0,0,0,0,0,0,0,0,0,0,608.4381,-9143.456,0.16,3.5144,0,0,0,0,0,0,0,0,0,0,4.8585,0.0036,0.0018,0.0018,618.5817,119.8321,96.0604,23.7717,1.04,1.2475,7854.258,0.0036,602.7339,103.9843,11.8859,0,1.4912,107.9463,-0.2504,-0.0021,0,0,1551318,-498.7496,0,0,0,1.55E+08,0,0,50.148,30.2451,624.1602,599.9371,574.1003,17.0449,0.0036,0.4879,-0.489,0.058,629.4127,599.9371,568.8478,130.6631,101.1875,70.0982,0.007,0.4879,-0.4924,599.3992,100.6496,60.5649,0.5133,1.864,17.127,0.0025,0.0588
1,1.4,1.4,595.08,94811.48,499,0,0.1863,498.6664,0.0087,0,0,0.0528,0.0522,0.0518,0,0,0,0.5172,0,0,100,0,0,0,0,0,0,0,0,0,0,608.5146,-9144.082,0.1895,3.9794,0,0,0,0,0,0,0,0,0,0,4.8602,0.0044,0.0022,0.0022,618.7932,120.1268,96.4136,23.7132,1.0398,1.246,7854.321,0.0044,602.9844,104.318,11.8566,0,0.72,108.2702,-0.3336,-0.0028,0,0,1551318,-498.6664,0,0,0,1.55E+08,0,0,50.1483,30.2453,624.4608,600.1343,574.6644,19.2998,0.0044,0.4874,-0.4896,0.0687,631.0651,600.1343,568.0602,132.3987,101.4679,69.3938,0.0091,0.4874,-0.4943,599.7532,101.0868,63.0049,0.5091,1.9079,18.8905,0.0022,0.0694
1,1.6,1.6,594.86,94802.24,500,0,0.1864,498.83,0.0112,0,0,0.0528,0.0522,0.0518,0,0,0,0.521,0,0,100,0,0,0,0,0,0,0,0,0,0,608.5801,-9144.708,0.2205,4.3724,0,0,0,0,0,0,0,0,0,0,4.8587,0.0057,0.0029,0.0029,618.5941,119.7641,96.03,23.7341,1.0399,1.2472,7854.423,0.0057,602.7714,103.9414,11.8671,0,1.5054,107.897,-1.17,-0.0098,0,0,1551318,-498.83,0,0,0,1.55E+08,0,0,50.1486,30.2455,624.097,600.0217,574.0104,21.2055,0.0057,0.4869,-0.4902,0.0799,631.869,600.0217,566.2385,133.039,101.1917,67.4085,0.0121,0.4869,-0.4966,599.3764,100.5464,65.6305,0.5147,1.9736,20.1282,0.0024,0.0804
