Stage Number,Time since start of test (s),Time since start of stage (s),Radial Pressure (kPa),Radial Volume (mm3),Back Pressure (kPa),Back Volume (mm3),Load Cell (kN),Pore Pressure (kPa),Axial Displacement (mm),L/C Pressure (kPa),L/C Volume (mm3),Local Axial 1,Local Axial 2,Local Radial,Base Pressure (kPa),Base Volume (mm3),Back Differential Pressure (kPa),Axial Displacement 2 (mm),Pore Air Pressure (kPa),Pore Air Volume (mm3),Atmospheric Pressure (kPa),Temperature (°C),Mid Plane PWP (kPa),Back to Cell Differential (kPa),Total Volume Change (mm3),Undefined Tx 1,Undefined Tx 2,Undefined Tx 3,Undefined Tx. 4,HCA secondary control axial load (kN),HCA secondary control torque,Internal Cell Pr. (kPa),Internal Cell Vol. (mm3),Rotational Displ. (mm),Torque,Local Int Defmn 1 (mm),Local Int Defmn 2 (mm),Circumf. Defmn 1 (mm),Circumf. Defmn 2 (mm),Circumf. Defmn 3 (mm),Outer Cell Pr 2 (kPa),Internal cell Pr 2 (kPa),Rotation 2 (°),Secondary Cell Pr (kPa),Secondary Back Pr (kPa),Axial Force (kN),Axial Strain (%),Av Diameter Change (mm),Radial Strain (%),Axial Stress (kPa),Eff. Axial Stress (kPa),Eff. Radial Stress (kPa),Deviator Stress (kPa),Total Stress Ratio (%),Eff. Stress Ratio (%),Current Area (mm2),Shear Strain (%),Cambridge p (kPa),Eff. Cambridge p' (kPa),Max Shear Stress t,Volume Change (mm3),B Value,Mean Stress s/Eff. Axial Stress 2,Excess PWP (kPa),PWP Ratio,Lower Chamber Displacement (mm),Lower Chamber Axial Load (kPa),Specimen Air Volume (mm3),Matric Suction (kPa),Voids ratio,Degree of Saturation (°),Specimen Water Volume (mm3),kRT constant,Permeability IN,Permeability OUT,HCA Outer Rad,HCA Inner Rad,HCA Sigma Z (kPa),HCA Sigma R (kPa),HCA Sigma Theta (kPa),HCA Tau Theta Z,HCA Ez,HCA Er,HCA Etheta,HCA Gamma,HCA Sigma1,HCA Sigma2,HCA Sigma3,HCA Eff Sigma1,HCA Eff Sigma2,HCA Eff Sigma3,HCA E1,HCA E2,HCA E3,HCA P,HCA Eff P,HCA Q,HCA B,HCA Eff R,HCA Alpha,HCA Ev,HCA E1 rtv
1,0,0,497.5057,123693.5,402,0,0.0884,401.8484,0.0042,0,0,0.0528,0.0522,0.0518,0,0,0,5.1325,0,0,100,0,0,0,0,0,0,0,0,0,0,504.633,39780.64,0.0124,4.3722,0,0,0,0,0,0,0,0,0,0,3.9959,0.0022,0.0011,0.0011,508.763,106.9146,95.6573,11.2573,1.0226,1.1177,7854.148,0.0022,501.2581,99.4097,5.6287,0,-0.2174,101.2859,-0.1516,-0.0014,0,0,1523672,-401.8484,0,0,0,1.52E+08,0,0,49.3435,28.892,511.3736,500.1378,487.4369,21.7403,0.0022,-2.2077,2.2554,0.0045,524.2222,500.1378,474.5883,122.3738,98.2894,72.7399,2.2554,-2.2077,0.0022,499.6494,97.801,49.6339,0.5148,1.6823,30.5833,0.0499,89.999
1,0,0,497.9234,123749,402,0,0.0925,402.592,0.0073,0,0,0.0528,0.0522,0.0518,0,0,0,5.1931,0,0,100,0,0,0,0,0,0,0,0,0,0,505.0335,39779.49,0.0101,4.4291,0,0,0,0,0,0,0,0,0,0,4.0033,0.0038,0.0019,0.0019,509.6971,107.1051,95.3314,11.7737,1.0236,1.1235,7854.273,0.0038,501.848,99.256,5.8869,0,1.6057,101.2182,0.592,0.0055,0,0,1523672,-402.592,0,0,0,1.52E+08,0,0,49.3439,28.8922,512.6156,500.5491,487.8789,22.0227,0.0038,-2.2086,2.2546,0.0036,525.5054,500.5491,474.9891,122.9134,97.9571,72.3971,2.2546,-2.2086,0.0038,500.3479,97.7559,50.5163,0.506,1.6978,30.3403,0.0498,89.9992
1,0.2,0.2,497.9875,123757.1,402,0,0.0931,402.2789,0.0062,0,0,0.0528,0.0522,0.0518,0,0,0,5.1385,0,0,100,0,0,0,0,0,0,0,0,0,0,504.3414,39761.24,0.0394,5.0577,0,0,0,0,0,0,0,0,0,0,4.0044,0.0032,0.0016,0.0016,509.8401,107.5612,95.7086,11.8526,1.0238,1.1238,7854.226,0.0032,501.9384,99.6595,5.9263,0,0.8084,101.6349,0.2789,0.0026,0,0,1523672,-402.2789,0,0,0,1.52E+08,0,0,49.3441,28.8927,513.1935,500.334,489.011,25.1482,0.0032,-2.2072,2.2537,0.0142,529.0062,500.334,473.1983,126.7273,98.0551,70.9194,2.2537,-2.2072,0.0032,500.8462,98.5673,55.8079,0.4862,1.7869,32.1609,0.0497,89.9968
1,0.4,0.4,498.0369,123757.9,402,0,0.0938,402.1115,0.0054,0,0,0.0528,0.0522,0.0518,0,0,0,5.1621,0,0,100,0,0,0,0,0,0,0,0,0,0,504.1693,39753.26,0.0653,5.7265,0,0,0,0,0,0,0,0,0,0,4.0055,0.0028,0.0014,0.0014,509.9822,107.8707,95.9254,11.9453,1.024,1.1245,7854.195,0.0028,502.0187,99.9072,5.9727,0,0.4454,101.898,0.1115,0.001,0,0,1523672,-402.1115,0,0,0,1.52E+08,0,0,49.3441,28.8928,513.4978,500.3016,489.3733,28.4737,0.0028,-2.2067,2.2535,0.0235,532.3588,500.3016,470.5123,130.2473,98.1901,68.4008,2.2536,-2.2067,0.0027,501.0576,98.9461,61.8465,0.4817,1.9042,33.5206,0.0496,89.9948
1,0.6,0.6,497.9911,123756.1,402,0,0.0967,401.932,0.0052,0,0,0.0528,0.0522,0.0518,0,0,0,5.1395,0,0,100,0,0,0,0,0,0,0,0,0,0,504.1602,39753.09,0.0956,6.3462,0,0,0,0,0,0,0,0,0,0,4.008,0.0027,0.0013,0.0013,510.3011,108.3691,96.0591,12.31,1.0247,1.1282,7854.187,0.0027,502.0944,100.1624,6.155,0,0.1426,102.2141,-0.068,-0.0006,0,0,1523672,-401.932,0,0,0,1.52E+08,0,0,49.3441,28.8928,514.0098,500.2693,489.2756,31.555,0.0027,-2.2067,2.2535,0.0344,535.5347,500.2693,467.7508,133.6027,98.3373,65.8188,2.2538,-2.2067,0.0024,501.1849,99.2529,67.7839,0.4797,2.0299,34.2993,0.0495,89.9924
1,0.8,0.8,498.0643,123737.9,401,0,0.0932,401.9881,0.0058,0,0,0.0528,0.0522,0.0518,0,0,0,5.1393,0,0,100,0,0,0,0,0,0,0,0,0,0,503.849,39761.23,0.1355,6.8812,0,0,0,0,0,0,0,0,0,0,4.0051,0.003,0.0015,0.0015,509.9303,107.9422,96.0762,11.866,1.0238,1.1235,7854.21,0.003,502.0196,100.0315,5.933,0,0.2189,102.0092,0.9881,0.0092,0,0,1523672,-401.9881,0,0,0,1.52E+08,0,0,49.344,28.8926,513.5873,500.2006,489.8921,34.2153,0.003,-2.2072,2.2539,0.0488,537.9481,500.2006,465.5312,135.96,98.2125,63.5431,2.2544,-2.2072,0.0025,501.2267,99.2385,72.4169,0.4787,2.1397,35.4504,0.0497,89.9892
1,1,1,498.0084,123739.9,401,0,0.0917,401.8061,0.0073,0,0,0.0528,0.0522,0.0518,0,0,0,5.1393,0,0,100,0,0,0,0,0,0,0,0,0,0,503.768,39780.63,0.1854,7.3953,0,0,0,0,0,0,0,0,0,0,4.0032,0.0038,0.0019,0.0019,509.6843,107.8782,96.2023,11.6759,1.0234,1.1214,7854.273,0.0038,501.9004,100.0943,5.838,0,-0.094,102.0403,0.8061,0.0075,0,0,1523672,-401.8061,0,0,0,1.52E+08,0,0,49.3439,28.8922,513.246,500.1354,489.8718,36.7714,0.0038,-2.2086,2.2546,0.0667,540.1429,500.1354,462.9749,138.3368,98.3293,61.1688,2.2556,-2.2086,0.0028,501.0844,99.2783,77.168,0.4816,2.2616,36.1841,0.0498,89.9852
1,1.2,1.2,497.993,123723.3,401,0,0.0932,401.7465,0.0096,0,0,0.0528,0.0522,0.0518,0,0,0,5.1507,0,0,100,0,0,0,0,0,0,0,0,0,0,503.7039,39800.04,0.2503,7.9073,0,0,0,0,0,0,0,0,0,0,4.0046,0.0049,0.0025,0.0025,509.857,108.1105,96.2465,11.864,1.0238,1.1233,7854.36,0.0049,501.9477,100.2012,5.932,0,-0.2097,102.1785,0.7465,0.0069,0,0,1523672,-401.7465,0,0,0,1.52E+08,0,0,49.3438,28.8918,513.5544,500.1021,489.9254,39.3171,0.0049,-2.2101,2.2552,0.0901,542.7937,500.1021,460.6861,141.0472,98.3556,58.9396,2.257,-2.2101,0.0031,501.1939,99.4475,82.1076,0.4801,2.3931,36.6374,0.05,89.98
1,1.4,1.4,497.936,123701.5,402,0,0.0934,401.7067,0.0137,0,0,0.0528,0.0522,0.0518,0,0,0,5.1487,0,0,100,0,0,0,0,0,0,0,0,0,0,503.5634,39827.57,0.3363,8.3634,0,0,0,0,0,0,0,0,0,0,4.0045,0.0071,0.0036,0.0036,509.833,108.1263,96.2293,11.897,1.0239,1.1236,7854.533,0.0071,501.9017,100.195,5.9485,0,-0.3198,102.1778,-0.2933,-0.0027,0,0,1523672,-401.7067,0,0,0,1.52E+08,0,0,49.3439,28.8914,513.5805,500.0141,489.9867,41.5842,0.0071,-2.2124,2.2556,0.1211,545.0087,500.0141,458.5585,143.302,98.3074,56.8518,2.2589,-2.2124,0.0038,501.1938,99.4871,86.4502,0.4795,2.5206,37.081,0.0503,89.9732
1,1.6,1.6,498.0643,123711.6,402,0,0.0934,402.5593,0.019,0,0,0.0528,0.0522,0.0518,0,0,0,5.1589,0,0,100,0,0,0,0,0,0,0,0,0,0,503.2713,39859.96,0.4369,8.7297,0,0,0,0,0,0,0,0,0,0,4.0056,0.0098,0.0049,0.0049,509.9593,107.4,95.505,11.895,1.0239,1.1245,7854.745,0.0098,502.0293,99.47,5.9475,0,1.1731,101.4525,0.5593,0.0052,0,0,1523672,-402.5593,0,0,0,1.52E+08,0,0,49.344,28.8908,513.9278,499.9872,490.7093,43.4045,0.0098,-2.2158,2.2563,0.1573,547.2488,499.9872,457.3883,144.6895,97.4279,54.829,2.2618,-2.2158,0.0043,501.5414,98.9821,89.8605,0.4741,2.6389,37.5129,0.0503,89.9653
